#TYPE Selected.System.Management.Automation.PSCustomObject
"groupType","name","member","whenChanged"
"-2147483644","DL_Produktion_R","CN=G_Regnskab,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local","20240415074555.0Z"
"-2147483644","DL_Salg_M","CN=G_Salg,OU=Salg,OU=Afdelinger,DC=Backpack,DC=local","20240412112646.0Z"
"-2147483644","DL_Salg_R","CN=G_Regnskab,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=G_Salg,OU=Salg,OU=Afdelinger,DC=Backpack,DC=local","20240415074555.0Z"
"-2147483644","DL_HR_M","CN=G_HR,OU=HR,OU=Afdelinger,DC=Backpack,DC=local","20240412112703.0Z"
"-2147483644","DL_HR_R","CN=G_Regnskab,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=G_HR,OU=HR,OU=Afdelinger,DC=Backpack,DC=local","20240415074555.0Z"
"-2147483644","DL_Direktion_M","CN=G_Direktion,OU=Direktion,OU=Afdelinger,DC=Backpack,DC=local","20240412112712.0Z"
"-2147483644","DL_Direktion_R","CN=G_Regnskab,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=G_Direktion,OU=Direktion,OU=Afdelinger,DC=Backpack,DC=local","20240415074555.0Z"
"-2147483644","DL_Regnskab_M","CN=G_Regnskab,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local","20240415074555.0Z"
"-2147483644","DL_Regnskab_R","CN=G_Regnskab,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=G_Direktion,OU=Direktion,OU=Afdelinger,DC=Backpack,DC=local","20240415074555.0Z"
"-2147483646","G_Regnskab","CN=Regnskab10,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Regnskab9,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Regnskab8,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Regnskab7,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Regnskab6,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Regnskab5,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Regnskab4,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Regnskab3,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Regnskab2,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Regnskab1,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local;CN=Tanja Talknuser,OU=Regnskab,OU=Afdelinger,DC=Backpack,DC=local","20240415074623.0Z"
