#TYPE Selected.System.Management.Automation.PSCustomObject
"groupType","name","member","whenChanged"
"-2147483644","RAS and IAS Servers","","20240419064334.0Z"
"-2147483643","Server Operators","","20240419065844.0Z"
"-2147483643","Account Operators","","20240419065844.0Z"
"-2147483643","Pre-Windows 2000 Compatible Access","CN=S-1-5-11,CN=ForeignSecurityPrincipals,DC=Kredit,DC=Dylan,DC=local","20240419064334.0Z"
"-2147483643","Incoming Forest Trust Builders","","20240419064334.0Z"
"-2147483643","Windows Authorization Access Group","CN=S-1-5-9,CN=ForeignSecurityPrincipals,DC=Kredit,DC=Dylan,DC=local","20240419064334.0Z"
"-2147483643","Terminal Server License Servers","","20240419064334.0Z"
"-2147483644","Allowed RODC Password Replication Group","","20240419064334.0Z"
"-2147483644","Denied RODC Password Replication Group","CN=Read-only Domain Controllers,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=Group Policy Creator Owners,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=Domain Admins,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=Cert Publishers,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=Enterprise Admins,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=Schema Admins,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=Domain Controllers,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=krbtgt,CN=Users,DC=Kredit,DC=Dylan,DC=local","20240419064334.0Z"
"-2147483646","Read-only Domain Controllers","","20240419065844.0Z"
"-2147483640","Enterprise Read-only Domain Controllers","","20240419064334.0Z"
"-2147483646","Cloneable Domain Controllers","","20240419064334.0Z"
"-2147483646","Protected Users","","20240419064334.0Z"
"-2147483646","Key Admins","","20240419065844.0Z"
"-2147483640","Enterprise Key Admins","","20240419065844.0Z"
"-2147483644","DnsAdmins","","20240419064414.0Z"
"-2147483646","DnsUpdateProxy","","20240419064414.0Z"
"-2147483644","DHCP Users","","20240419064952.0Z"
"-2147483644","DHCP Administrators","","20240419064952.0Z"
"-2147483646","G_IT","CN=Billy Gator,OU=IT,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419075635.0Z"
"-2147483644","DL_IT_R","","20240419075547.0Z"
"-2147483644","DL_IT_M","CN=G_IT,OU=IT,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419075612.0Z"
"-2147483644","DL_Udlån_M","CN=G_Udlån,OU=Udlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419075827.0Z"
"-2147483644","DL_Udlån_R","","20240419075722.0Z"
"-2147483646","G_Udlån","CN=Johannes Petersen,OU=Udlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419075827.0Z"
"-2147483646","G_Direktion","CN=Sanjay Shah,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419075939.0Z"
"-2147483644","DL_Direktion_M","CN=G_Direktion,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419075939.0Z"
"-2147483644","DL_Direktion_R","","20240419075908.0Z"
"-2147483646","G_Indlån","CN=Thomas Borgen,OU=Indlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419080121.0Z"
"-2147483644","DL_Indlån_M","CN=G_Indlån,OU=Indlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419080121.0Z"
"-2147483644","DL_Indlån_R","","20240419080023.0Z"
"-2147483646","G_IT studentermedhjælper","CN=Malou Aamund,OU=IT Studentermedhjælper,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419080511.0Z"
"-2147483644","DL_IT studentermedhjælper_M","CN=G_IT studentermedhjælper,OU=IT Studentermedhjælper,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419080511.0Z"
"-2147483644","DL_IT studentermedhjælper_R","","20240419080447.0Z"
"-2147483646","G_ProjektLaundry","CN=Thomas Borgen,OU=Indlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local;CN=Johannes Petersen,OU=Udlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419082512.0Z"
"-2147483644","DL_ProjektLaundry_M","CN=G_ProjektLaundry,OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419082512.0Z"
"-2147483644","DL_ProjektLaundry_R","CN=G_IT,OU=IT,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419083359.0Z"
"-2147483646","G_ProjektTaxevation","CN=Sanjay Shah,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local;CN=Thomas Borgen,OU=Indlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419082738.0Z"
"-2147483644","DL_ProjektTaxevation_M","CN=G_ProjektTaxevation,OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419082752.0Z"
"-2147483644","DL_ProjektTexavation_R","CN=G_IT,OU=IT,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local","20240419083359.0Z"
