#TYPE Selected.System.Management.Automation.PSCustomObject
"groupType","name","member","whenChanged"
"Domain Local","DL_Indkøb_M","CN=G_Indkøb,OU=Indkøb,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418112346.0Z"
"Global","DL_Indkøb_R","CN=G_Regnskab,OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418114235.0Z"
"Domain Local","DL_IT_M","CN=G_IT,OU=IT,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418112430.0Z"
"Domain Local","DL_IT_R","CN=G_Regnskab,OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418114235.0Z"
"Domain Local","DL_Regnskab_M","CN=G_Regnskab,OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418112532.0Z"
"Domain Local","DL_Regnskab_R","CN=G_Direktion,OU=Direktion,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418114255.0Z"
"Domain Local","DL_Salg_R","CN=G_Regnskab,OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418114235.0Z"
"Domain Local","DL_Salg_M","CN=G_Salg,OU=Salg,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418112640.0Z"
"Domain Local","DL_Studentermedhjælper_R","CN=G_Regnskab,OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418114235.0Z"
"Domain Local","DL_Studentermedhjælper_M","CN=G_Studentermdhjælper,OU=Studentermedhjælper,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local","20240418112738.0Z"

